audio_file	sentence	original_sentence	spanish_sentence	lid_tokens	split	speaker
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_59680.0-60730.0.wav	den prescolar	den prescolar	de prescolar	den//mixed prescolar//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_62420.0-71450.0.wav	según mox qui- de nuevo mochiuas quemeh este lista de para ne aseo mochiuas mejor se ohome porque amo yectlapahpaca san se se persona	segun mux ki, de nuevo mu chihuas keme este lista de para ne aseo mu chihuas mejor se ujumi porque amo yek tlapajpaka san seh seh persona	segun les van, se va hacer de nuevo la lista para hacer el aseo mejor de a dos porque no lavan bien cuando es de a una persona	según//spa mox//nhi qui-//nhi de//spa nuevo//spa mochiuas//nhi quemeh//adapted-spanish-loan este//spa lista//spa de//spa para//spa ne//nhi aseo//spa mochiuas//nhi mejor//spa se//nhi ohome//nhi porque//spa amo//nhi yectlapahpaca//nhi san//nhi se//nhi se//nhi persona//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_74605.0-75425.0.wav	mox yen Zenaida	mux yej Zenaida	segun zenaida	mox//nhi yen//nhi Zenaida//NE-Person	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_76695.0-78785.0.wav	mox amo tos ica non mox neneh	mux amo tos ikanun mux nenej	segun no entonces por eso este	mox//nhi amo//nhi tos//spa ica//nhi non//nhi mox//nhi neneh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_87175.0-93195.0.wav	xa amo porque quihtoa mox nochin cubetas oquintlalia ualtlahtic uan yeh quipiya yasqueh para nepa tlahtic ich in ocse nen escuela	xa amo  porque kijtuhua mux nuchin cubetas u kin tlalia hual tlajtik huan yej kipia yaske para nepa tlajtik  ichin ukse nen escuela	alomejor no, porque dicen que todas las cubetas las ponen adentro y tiene que ir adentro pero de la otra escuela	xa//nhi amo//nhi porque//spa quihtoa//nhi mox//nhi nochin//nhi cubetas//spa oquintlalia//nhi ualtlahtic//nhi uan//nhi yeh//nhi quipiya//nhi yasqueh//nhi para//spa nepa//nhi tlahtic//nhi ich//nhi in//nhi ocse//nhi nen//nhi escuela//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_97905.0-103635.0.wav	onechitaco noyoqui oquinic firma de nen para in actas quemeh campa youi de nen tesorera nochi non	nech itako nuyujki u kinik firma de nen para actas keme kampa yuhui de nen  tesorera nuchi nun	me vino a ver, quiso una firma de este para las actas donde van lo de la tesorera todo eso	onechitaco//nhi noyoqui//nhi oquinic//nhi firma//spa de//spa nen//nhi para//spa in//nhi actas//spa quemeh//adapted-spanish-loan campa//nhi youi//nhi de//spa nen//nhi tesorera//spa nochi//nhi non//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_105755.0-107015.0.wav	ayamo, xiquimenviaro	ayamo, xi kim enviaro	todavia no, envialos	ayamo,//nhi xiquimenviaro//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_109725.0-115065.0.wav	tons ica non no quihtoa neneh manitimo ica non oniyahca	tons ikanun ne kijtua nenej ma ni timo ikanun u ni ajka	entonces por eso este , dice este que baje, por eso fui	tons//spa ica//nhi non//nhi no//nhi quihtoa//nhi neneh//nhi manitimo//nhi ica//nhi non//nhi oniyahca//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_124400.0-128240.00000000001.wav	ica non ompa yonechilue quihtoa mox mostla las diez y media tipiyasqueh reunión	ikanun umpa yunech iljue kijtua mux mustla las dies y media ti piaske reunion	por eso ahi ya me dijo, dice que mañana a las diez y media vamos a tener reunion	ica//nhi non//nhi ompa//nhi yonechilue//nhi quihtoa//nhi mox//nhi mostla//nhi las//spa diez//spa y//spa media//spa tipiyasqueh//nhi reunión//spa	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_134750.0-138610.0.wav	amo quihtoa mox que amo yas porque tlamo cachi moatrasaroa in coconeh	amo, kijtua mux ke amo yas porque tlamo kachi mu atrasaruhuan kokonej	no, dice que no se va a ir porque si no se va a atrasar mas los niños	amo//nhi quihtoa//nhi mox//nhi que//spa amo//nhi yas//nhi porque//spa tlamo//nhi cachi//nhi moatrasaroa//mixed in//nhi coconeh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_139070.0-140630.0.wav	tons ica non quihtoa	tons ikanun kujtuhua	entonces por eso dice	tons//spa ica//nhi non//nhi quihtoa//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_143060.0-144360.0.wav	quihtoa mox mostla tiotlac	kijto mux mustla tiutlak	dice que mañana en la tarde	quihtoa//nhi mox//nhi mostla//nhi tiotlac//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_145895.0-146585.0.wav	quihtoa yas	kijtua yas	dice que se va a ir	quihtoa//nhi yas//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_149630.0-150620.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_152240.0-153500.0.wav	quemah ica non	kema, ikanun	si, por eso	quemah//nhi ica//nhi non//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_154515.0-160305.0.wav	quihtoa mox mostla clases ica non ne uan después la hora de comida den coconeh mox ne mochiuas reunión	kijtua mux mustla clases ikanun ne, huan despues la hora de comida den coconej mux nej mu chihuas reunion	dice que mañana hay claces por eso este, y despues en la hora de la comida de los niños esque se va hacer reunion	quihtoa//nhi mox//nhi mostla//nhi clases//spa ica//nhi non//nhi ne//nhi uan//nhi después//spa la//spa hora//spa de//spa comida//spa den//mixed coconeh//nhi mox//nhi ne//nhi mochiuas//nhi reunión//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_165895.0-168885.0.wav	xa quemah amati tlen horas ompa ehcosqueh nen coyomeh	xa kema amati tlen horas umpa ejkoske nen kuyume	alomejor si no se a que hora van a llegar los mestizos	xa//nhi quemah//nhi amati//nhi tlen//nhi horas//spa ompa//nhi ehcosqueh//nhi nen//nhi coyomeh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_173340.0-174160.0.wav	a las doce	a las doce	a las doce	a//spa las//spa doce//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_174815.0-179385.0.wav	porque ocniquiya maestra las doce niquiluia amo porque este	porque uk nikia maestra las doce, nikiljuia amo porque este	porque la maestra queria que a las doce le digo que no porque este	porque//spa ocniquiya//nhi maestra//spa las//spa doce//spa niquiluia//nhi amo//nhi porque//spa este//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_179735.0-187155.0.wav	ualasqueh in coyomeh tons quihtoa den la hora den comida coconeh ihcuac non momento tlacua tons non hora nen mochiuas reunión	ualasken kuyume tons kijtuhua den la hora den comida coconej ijkuak nun  momento tlakua tons nun hora nen mu chihuas reunion	van a venir los mestizos entonces dice que en la hora de la comida el momento en que los niños comen entonces a esa hora se va hacer la reunion	ualasqueh//nhi in//nhi coyomeh//nhi tons//spa quihtoa//nhi den//mixed la//spa hora//spa den//mixed comida//spa coconeh//nhi ihcuac//nhi non//nhi momento//spa tlacua//nhi tons//spa non//nhi hora//spa nen//nhi mochiuas//nhi reunión//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_190315.0-191045.0.wav	quemah	kema	si	quemah//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_202135.0-208105.0.wav	de hecho xa amo milauac quitlacamateh quihtoa iyeua Nestor mox ocyacatzoltlatzineh neneh itelpocau Zenaida	dehecho xa amo milak ki tlakamate kijtua iyeua Nestor mux uk yakatsol tlatsine nenej i telpukauh Zenaida	dehecho no creo que deveras la obedezcan dice hace rato que nestor le pego la nariz a su hijo de zenaida	de//spa hecho//spa xa//nhi amo//nhi milauac//nhi quitlacamateh//nhi quihtoa//nhi iyeua//nhi Nestor//NE-Person mox//nhi ocyacatzoltlatzineh//nhi neneh//nhi itelpocau//nhi Zenaida//NE-Person	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_209570.0-210440.0.wav	Nestorcito	Nestorcito	nestorcito	Nestorcito//NE-Person	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_213855.0-216485.0.wav	Ocyacatzoltlatzineh opeu yacatzolisquisa	uk yakatsol tlasine, upeuh yacatsol iskisa	le pego la nariz, le empezo a salir sangre de la nariz	Ocyacatzoltlatzineh//nhi opeu//nhi yacatzolisquisa//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_219435.0-222650.0.wav	Xa quemah pero pues como parejo coconeh moprovocaroa	xa kema pero pues como parejo kokone mu provocaruhua	alomejor si pero pues como los dos niños se esta provocando	Xa//nhi quemah//nhi pero//spa pues//spa como//spa parejo//spa coconeh//nhi moprovocaroa//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_226967.0-229697.0.wav	Ay sí simi amo quitlacamateh maestra	ay si, simi amo ki tlakamate maestra	ay si, no le hacen caso a la maestra	Ay//intj sí//spa simi//nhi amo//nhi quitlacamateh//nhi maestra//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_231237.0-233497.0.wav	Ah sí cachi tla oine cachi quesqueh	ah si, kachi tla u ine kachi keskeh	ah sim mas si fueran muchos	Ah//intj sí//spa cachi//nhi tla//nhi oine//nhi cachi//nhi quesqueh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_241887.0-246127.0.wav	Ah sí simi noyohqui momagani	ah si, simi nuyujki mu magani	ah si, igual pega mucho	Ah//intj sí//spa simi//nhi noyohqui//nhi momagani//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_249947.0-250887.0.wav	xa quemah	xa kema	quizas si	xa//nhi quemah//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_255757.0-261497.0.wav	Ah sí ica non neneh a ver mostla ompa technauatisqueh quenin youeh in topiluan	ah si, ikanun nenej, aver mustla umpa tech nahuatiske kenin yuhuen tu piljuan	ah si, por eso este, aver mañana ahi nos van a decir como van nuestros hijos	Ah//intj sí//spa ica//nhi non//nhi neneh//nhi a//spa ver//spa mostla//spa ompa//nhi technauatisqueh//nhi quenin//nhi youeh//nhi in//nhi topiluan//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_275222.0-276312.0.wav	ica non onitimoc	ikanun u ni timuk	por eso baje	ica//nhi non//nhi onitimoc//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_276992.0-286942.0.wav	o firma quenin pues tons ica non oquihtohtoya maestra tiquiluia ma tlamo maquilui maestra xamo quiniquis mac... maca permiso ompa ichan mas se rinconcito ompa macochi pero	o firma kenin pues tons ikanun kijtujtuya maestra tikiljuia ma tlamo ma kiljui  maestra xamo kinikis mak maka permiso umpa ichan mas se rinconsito umpa mu kuchi pero	o firma, pues entonces por eso decia la maestra, le decimos que mejor le diga a la maestra si no va a querer darle permiso ahi en su casa aunque en un rinconsito para dormir pero	o//spa firma//spa quenin//nhi pues//spa tons//spa ica//nhi non//nhi oquihtohtoya//nhi maestra//spa tiquiluia//nhi ma//nhi tlamo//nhi maquilui//nhi maestra//spa xamo//nhi quiniquis//nhi mac...//nhi maca//nhi permiso//spa ompa//nhi ichan//nhi mas//spa se//nhi rinconcito//spa ompa//nhi macochi//nhi pero//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_287517.0-292947.0.wav	pero quihtoa mox simi neneh mox simi neneh moatrasaroah in coconeh mejor amo	pero kijtua mux simi nenej, mux simi nenej mu atrasaruhuan kukunej mejor amo	pero dice que es muy este, segun se atrasan mucho los niños mejor no	pero//spa quihtoa//nhi mox//nhi simi//nhi neneh//nhi mox//nhi simi//nhi neneh//nhi moatrasaroah//mixed in//nhi coconeh//nhi mejor//spa amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_295382.0-298422.0.wav	ah xa quemah pero yeh quihtoa quitztoc a ver mox youi	ah xa kema pero yej kijtuhua kitstok aver mux yuhui	a yo creoq ue si pero ella dice que todavia esta viendo aver si se va	ah//intj xa//nhi quemah//nhi pero//spa yeh//nhi quihtoa//nhi quitztoc//nhi a//spa ver//spa mox//spa youi//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_300192.0-307402.0.wav	quihtoa tlamo xa amo yas ich in nen consejo xa hasta yen nen tlayoua yas viernes tlayoua	kijtua tlamo xa amo yas ichin nen consejo xa hasta yen nen tlayuhua yas viernes tlayuhua	dice que si no alomejor no se va al consejo hasta en la tarde se va a ir, viernes en la tarde	quihtoa//nhi tlamo//nhi xa//nhi amo//nhi yas//nhi ich//nhi in//nhi nen//nhi consejo//spa xa//nhi hasta//spa yen//nhi nen//nhi tlayoua//nhi yas//nhi viernes//spa tlayoua//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_308262.0-310532.0.wav	quihtoa porque amo tlen cualiluihtoc supervisora	kijtua porque amo tlen kual iljuijtok supervisora	dice que porque no le han dicho nada la supervisora	quihtoa//nhi porque//spa amo//nhi tlen//nhi cualiluihtoc//nhi supervisora//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_312172.0-316312.0.wav	tons ica non como de por sí oquihtoh tla tleno simi importante pues quemah tlamo amo	tons ikanun como desporsi u kijto tla tleno simi importante pues kema tlamo amo	entonces por eso, como deporsi habia dicho si es algo muy importante pues si y si no pues no	tons//spa ica//nhi non//nhi como//spa de//spa por//spa sí//spa oquihtoh//nhi tla//nhi tleno//nhi simi//nhi importante//spa pues//spa quemah//nhi tlamo//nhi amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_317537.0-323867.0.wav	tons ica non ne quihtoa amo tlen razón amo tlen cualmacatoqueh razón tons ica non quihtoa a ver quitas a ver mox youi	tons ikanun nej, kijtuhua amo tlen razon amo tlen kualmakatuke razon tons ikanun kujtuhua aver kitas aver mux yuhui	entonces por eso este, dice que no hay razon, no le han dado razon entonces por eso dice que todavia a ver si va	tons//spa ica//nhi non//nhi ne//nhi quihtoa//nhi amo//nhi tlen//nhi razón//spa amo//nhi tlen//nhi cualmacatoqueh//nhi razón//spa tons//spa ica//nhi non//nhi quihtoa//nhi a//spa ver//spa quitas//nhi a//spa ver//spa mox//nhi youi//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_329757.0-330937.0.wav	ah xa quemah	ah xa kema	a alomejor si	ah//intj xa//nhi quemah//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_335162.0-339162.0.wav	necan tlacatl ocsipa canin youi xa tlafumigaroti o queni	nekan tlakatl oksipa kanin yuhui xa tlafumigaruti o keni	ese señor a donde va otra vez alomejor va ir a fumigar o que	necan//nhi tlacatl//nhi ocsipa//nhi canin//nhi youi//nhi xa//nhi tlafumigaroti//mixed o//spa queni//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_339352.0-340742.0.wav	Abraham	Abraham	abraham	Abraham//NE-Person	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_343527.0-345597.0.wav	yeh yi tlatiquis xiquita yi tlatiquis sábado	ye yi tlatikis ixkita yi tlatikis sabado	el ya va a cortar, ve ya va a cortar el sabado	yeh//nhi yi//nhi tlatiquis//nhi xiquita//nhi yi//nhi tlatiquis//nhi sábado//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_350402.0-352022.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_354197.0-357137.0.wav	amati ualtlaniuic den Dulce mox isqui yi tlatiquisqueh	amati hualtlaniuik den Dulce mux iski yi tlatikiske	no se hacia abjo de dulce apoco ya estara para cortarse	amati//nhi ualtlaniuic//nhi den//mixed Dulce//NE-Person mox//nhi isqui//nhi yi//nhi tlatiquisqueh//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_361597.0-368027.0.wav	iplanta den Dulce yeh quemah pero sequihtos simi omoscalteh quemeh tehuan toplanta nis amo	y planta, den Dulce yej kema pero sek kijtos simi u muskalte kemen tejuan tu planta nis amo	su planta, de dulce, si, pero que digamos que crecio como nosotros nuestra planta casi no	iplanta//mixed den//mixed Dulce//NE-Person yeh//nhi quemah//nhi pero//spa sequihtos//nhi simi//nhi omoscalteh//nhi quemeh//nhi tehuan//nhi toplanta//mixed nis//nhi amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_370787.0-374847.0.wav	poloua atl yalua cachi omotaya quiyouis axan cachi amo	puluhua atl, yaljua kachi u mutaya kiuhuis axan cachi amo	le falta agua, ayer se veia que si iba a llover y ahora ya no	poloua//nhi atl//nhi yalua//nhi cachi//nhi omotaya//nhi quiyouis//nhi axan//nhi cachi//nhi amo//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_375627.0-377107.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_384547.0-386187.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_388512.0-389242.0.wav	quemah	kema	si	quemah//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_400937.0-402067.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_405167.0-406367.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_407162.0-419462.0.wav	ica non neneh amo secmati quenin quemaniya tlatiquisqueh yehuan pero Abraham xicaqui yen sábado tla yi tlatiquis amo secmati axan quexquich kilo	ikanun nenej, amo sek mati kenin, kemenia tlatikiske yejuan pero Abraham ixkaki yen sabado tla yi tlatikis, amo sek mati axan kexkich kilo	por eso este, no sabemos como, que dia van a cortar ellos pero abraham escuchas que el sabado ya va a cortar, no sabesmos ahora  de a como esta el kilo	ica//nhi non//nhi neneh//nhi amo//nhi secmati//nhi quenin//nhi quemaniya//nhi tlatiquisqueh//nhi yehuan//nhi pero//spa Abraham//NE-Person xicaqui//nhi yen//nhi sábado//spa tla//nhi yi//nhi tlatiquis//nhi amo//nhi secmati//nhi axan//nhi quexquich//nhi kilo//spa	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_423757.0-426737.0.wav	xa quemah xa amo tlen oquehcoteh	xa kema, xa amo tlen ok ejkute	alomejor si, yo queo que lleg sin nada	xa//spa quemah//spa xa//spa amo//spa tlen//spa oquehcoteh//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_430947.0-432647.0.wav	cana yen mostla amo secmati	kana yen mustla amo sek mati	alomejor mañana no sabemos	cana//nhi yen//nhi mostla//nhi amo//nhi secmati//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_440697.0-448057.0.wav	ah yeh amo mati xamonah xa san quemeh se siete ocho surcos quemeh octicqueh	a yej amo mati xamuna xa san keme se siete ocho surcos keme uk tik keh	a no, creo que como unos siete ocho surco fue lo que cortaron	ah//intj yeh//nhi amo//nhi mati//nhi xamonah//nhi xa//nhi san//nhi quemeh//adapted-spanish-loan se//nhi siete//spa ocho//spa surcos//spa quemeh//adapted-spanish-loan octicqueh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_469507.0-470007.0.wav	ichcameh	ichkame	borregas	ichcameh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_475222.0-480662.0.wav	xa quemah yeh cachi isiui ahorita mas quipoloua miac atl	xa kema, yej kachi isihui ahorita mas ki puluhua miak atl	alomejor si, se apura mas, ahorita le a de faltar mas agua	xa//nhi quemah//nhi yeh//nhi cachi//nhi isiui//nhi ahorita//spa mas//spa quipoloua//nhi miac//nhi atl//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_482197.0-485827.0.wav	ahorita tehuan ocsipa oticcahcauilitoh nen atzintli mas	ahorita tejuan uksipa yu tik kajkahuilito nen atsintli mas	ahorita nosotros otra vez le fuimos a dejar agua  aunque	ahorita//spa tehuan//nhi ocsipa//nhi oticcahcauilitoh//nhi nen//nhi atzintli//nhi mas//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_486537.0-491297.0.wav	yeh nochi axan ocmacac san san tres rondas	yej nuchi, axan nukmakak san, san tres rondas	ya todo, ahora le dio solo, solo tres rondas	yeh//nhi nochi//nhi axan//nhi ocmacac//nhi san//nhi san//nhi tres//spa rondas//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_492197.0-495857.0.wav	como uehca tla atequia uehca tla atequia uan como miac atzintli	como huejka tla atekiya, huejka tla atekiya uan como miak atsintli	como riega lejos, riega lejos y como es mucha agua	como//spa uehca//nhi tla//nhi atequia//nhi uehca//nhi tla//nhi atequia//nhi uan//nhi como//spa miac//nhi atzintli//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_498227.0-504657.0.wav	amo pues amo cualpantlalihtoc Karina den non xiquita ne oniquilueh neh mox quihtoa mox quicuitoqueh	amo pues amo kualpantlalijtok Karina den nun ixkita ne u ni kiljue nej mux kijtuhua mux ki kuitokeh	no, pues no lo a puesto idulia de esa ves que le dije, y dice que lo estan ocupando	amo//nhi pues//spa amo//nhi cualpantlalihtoc//nhi Karina//NE-Person den//mixed non//nhi xiquita//nhi ne//nhi oniquilueh//nhi neh//nhi mox//nhi quihtoa//nhi mox//nhi quicuitoqueh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_507047.0-515277.00000000006.wav	neneh ica non niquiluia este Feliciano niquiluia xa amo cualpantlalisqueh atl... tanque xa siquiera ocsipa yomovaciaroh	nenej ikanun ni kiljuia este Feliciano nikiljuia xa amo kualpantlaliske atl baya tanque xa siquiera oksipa yu mu vaciaro	este por eso le digo a feliciano le digo alomejor no van a poner el agua el tanque alomejor otra vez ya se vacio	neneh//nhi ica//nhi non//nhi niquiluia//nhi este//spa Feliciano//NE-Person niquiluia//nhi xa//nhi amo//nhi cualpantlalisqueh//nhi atl...//nhi tanque//spa xa//nhi siquiera//spa ocsipa//nhi yomovaciaroh//mixed	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_550547.0-551467.0.wav	ah sí	ah si	ah so	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_552592.0-559352.0.wav	amo no niquitztoc toauitzin Karina para niquiluis macualpantlali atl para neneh milauac nimehuan nanquicue	amo nu ni kitstok tu ahuitsin Karina para ni kiljuis ma kualpantlali atl para nenej milak nimejuan nan kikue	igual no he visto a nuestra tia karina para decirle que ponga el agua para este deberas ustedes lo ocupan	amo//nhi no//nhi niquitztoc//nhi toauitzin//nhi Karina//NE-Person para//spa niquiluis//nhi macualpantlali//nhi atl//nhi para//spa neneh//nhi milauac//nhi nimehuan//nhi nanquicue//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_565027.0-565967.0.wav	ah sí	ah si	ah si	ah//intj sí//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_567192.0-568892.0.wav	xa amo no tlen quiluihtoc	xa amo nu tlen kiljuijtok	alomejor igual no le ah dicho nada	xa//nhi amo//nhi no//nhi tlen//nhi quiluihtoc//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_571577.0-574627.0.wav	neca in telpocatl xa ocsipa yocuahcuiti o tlenon quichiuati	nekan telpukatl xa uksipa yu kuajkuiti o tlenon ki chihuati	ese niño alomejor otra vez va a ir por leña o que va a ir a hacer	neca//nhi in//nhi telpocatl//nhi xa//nhi ocsipa//nhi yocuahcuiti//nhi o//spa tlenon//nhi quichiuati//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_580622.0-581922.0.wav	xa niman oquinmacauqueh	xa nima u kin makaujke	alomejor luego los sacaron	xa//nhi niman//nhi oquinmacauqueh//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_587717.0-588877.0.wav	oehcoc	u ejkok	llego	oehcoc//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_592722.0-594532.0.wav	yen de becario ne sintlapal	yen de becario ne sintlapal	el beracario de alla	yen//nhi de//spa becario//spa ne//nhi sintlapal//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_600377.0-601477.0.wav	xa uilica	xa huilika	alomejor si	xa//nhi uilica//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_603542.0-607032.0.wav	milauac axan quemaniya ocsipa ticnichicosqueh fierro tlanamacatiueh	milak axan kemania oksipa tik nichikuskeh fierro tlanamakatihue	deberas ahora que dia otra vez vamos a  juntar fierro para vender	milauac//nhi axan//nhi quemaniya//nhi ocsipa//nhi ticnichicosqueh//nhi fierro//spa tlanamacatiueh//nhi	test	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_609232.0-610062.0.wav	amo tleno	amo tleno	no hay nada	amo//nhi tleno//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_613062.0-613842.0.wav	quemah	kema	si	quemah//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_617717.0-618777.0.wav	non quexquich oquis	nun kexkich ukis	eso cuanto salio	non//nhi quexquich//nhi oquis//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_619917.0-625947.0.wav	ah pero ipa tehuan nen telpocameh ocnichicohqueh apenas veintiocho pesos	ah pero ipa, tejuan nen telpukame uk nichikujke apenas 28 pesos	a pero algo, nosotros los niños juntaron apenas veintiocho pesos	ah//intj pero//spa ipa//nhi tehuan//nhi nen//nhi telpocameh//nhi ocnichicohqueh//nhi apenas//spa veintiocho//spa pesos//spa	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_641890.0-642581.0.wav	mox quemah	mux kema	apoco si	mox//nhi quemah//nhi	train	WWT836
speaker2_Tetel_Narra_ZWZ835_WWT836_2022-05-25-a_652410.0-653319.0.wav	xa quemah	xa kema	alomejor si	xa//nhi quemah//nhi	train	WWT836
